Id,MSSubClass,LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice
1357,120,3792,5,1989,946,1228,2,0,2,6,2,219955
1358,120,11502,4,2008,1270,1720,3,1,3,10,2,333476
1359,120,13743,5,1959,587,738,1,0,1,6,3,140159
1360,20,11703,6,1974,780,1611,2,1,3,9,1,279730
1361,160,12272,3,2009,1004,1506,2,1,4,10,2,261402
1362,120,15140,6,1968,1425,1819,2,0,3,9,2,335559
1363,160,10379,4,1974,1095,1577,2,0,4,10,2,259045
1364,50,6782,5,2007,449,1004,1,0,3,6,2,212301
1365,20,7759,5,2010,1490,2143,2,0,4,9,1,352092
1366,50,7856,8,1941,1308,1431,2,0,3,8,1,308967
1367,160,5804,7,1961,1274,1500,2,0,3,9,1,278046
1368,120,14028,7,1985,706,1025,2,0,2,6,3,254468
1369,50,12871,5,1953,1068,1282,2,1,3,9,1,227076
1370,60,3007,5,1942,669,1050,1,0,2,5,2,177364
1371,20,6781,5,1949,690,1424,2,2,3,9,2,215663
1372,160,5586,2,2008,1522,2413,3,0,5,12,2,353194
1373,120,11928,7,1985,837,794,2,1,1,6,2,222529
1374,50,15344,5,1982,417,667,1,0,1,4,2,124010
1375,20,12516,5,1997,1557,2287,3,0,5,10,2,385878
1376,120,7344,6,1983,929,1405,2,1,2,7,1,270697
1377,50,9064,6,1963,1156,1163,2,0,2,7,2,247853
1378,160,4232,9,1957,1734,2060,3,1,4,10,2,423674
1379,60,4577,5,1979,1237,1197,2,0,2,7,3,258383
1380,60,14307,6,1931,1702,2473,3,0,4,9,2,408416
1381,160,16998,5,1955,1362,1870,3,0,3,8,2,308339
1382,20,7283,10,1980,607,1258,2,1,2,7,2,281879
1383,160,10716,6,1976,2118,2647,3,0,5,12,2,438235
1384,50,13742,6,1955,626,1196,1,1,3,8,3,177871
1385,20,3012,4,2004,1371,1904,3,1,3,10,2,321593
1386,60,5780,7,2003,972,1672,2,0,2,8,1,333973
1387,50,19471,5,1990,1432,2198,3,0,4,9,3,378083
1388,120,6190,6,1952,1483,2334,3,1,5,10,2,394014
1389,120,8871,8,1966,962,1531,2,0,3,7,2,291562
1390,120,7786,9,1970,686,1119,1,0,2,7,3,256443
1391,60,1523,5,1981,1130,1756,3,0,4,10,2,348890
1392,160,10872,7,1978,961,1159,2,0,1,7,2,271491
1393,20,10386,3,1956,1601,2572,3,0,5,10,2,359738
1394,60,11313,7,1935,1149,1586,2,0,3,9,1,259339
1395,50,10119,6,2003,1145,1323,2,1,2,7,2,315922
1396,50,8430,6,1995,1035,1611,2,0,4,9,1,289701
1397,120,8172,8,1953,435,807,2,0,1,7,1,209419
1398,20,8249,7,1967,661,1004,2,2,3,7,2,218453
1399,120,6050,5,1957,1713,2145,3,1,4,9,2,356525
1400,50,6747,7,1957,853,1170,2,1,2,6,1,219668
1401,50,6126,4,1995,579,965,1,0,2,7,3,144845
1402,160,13080,7,1990,1344,1796,2,1,4,8,2,335185
1403,160,11877,6,1975,1297,2137,3,0,5,12,1,380335
1404,160,10622,4,1998,1447,1892,3,0,3,8,1,315122
1405,120,19240,7,2004,1499,2037,3,0,4,10,2,440746
1406,20,6334,6,2003,726,1117,2,0,3,8,2,264349
1407,160,15534,6,1972,386,768,1,1,1,4,1,183730
1408,60,9329,5,1988,1452,2303,4,0,5,13,1,404748
1409,160,11207,5,1931,1037,1345,1,1,4,7,2,232522
1410,120,13520,7,1944,1189,1383,2,1,3,9,1,302831
1411,20,8351,5,1966,1433,2212,2,1,5,10,2,312618
1412,160,5744,6,2000,1347,1807,1,0,3,8,3,299484
1413,20,6487,7,1949,852,1754,3,0,4,9,1,293904
1414,60,1500,4,1964,1750,2651,3,0,5,11,2,361043
1415,50,13230,6,1963,818,1177,2,0,3,9,3,220730
1416,20,13122,6,1960,1237,2002,3,2,4,11,3,336416
1417,160,17626,7,1948,912,1544,3,0,2,8,3,306763
1418,120,12367,5,1997,1038,1656,2,0,4,8,2,292831
1419,120,13448,6,1953,1674,2317,3,1,3,9,2,345586
1420,120,10133,5,1968,1212,1781,2,0,3,7,2,292584
1421,120,12591,7,1983,855,1797,3,1,4,9,2,326464
1422,20,15403,4,1968,1072,2078,3,0,4,11,2,314626
1423,120,11316,9,1946,816,1323,2,0,4,8,1,304411
1424,50,8154,6,1948,834,1074,3,0,3,8,1,220610
1425,60,9508,8,1977,181,966,2,0,2,7,1,227033
1426,20,13883,5,1964,247,482,1,0,1,5,2,113134
1427,20,8289,5,1961,1721,2594,2,1,5,9,2,393878
1428,120,14500,8,1976,904,935,2,0,1,7,2,226041
1429,120,19088,4,1976,909,1398,3,1,2,8,1,243027
1430,20,14556,4,1993,1027,1369,2,0,2,8,2,228414
1431,120,13862,5,1975,1198,1676,3,0,2,8,0,292269
1432,120,12064,8,1964,976,1943,3,1,4,10,2,364966
1433,120,7004,6,1946,1514,1966,3,1,4,9,2,329568
1434,120,6595,6,1971,884,1208,2,0,1,6,3,223283
1435,120,6550,7,1958,1090,1427,1,0,3,7,2,271908
1436,160,12996,5,1999,1870,1663,3,1,4,11,2,349328
1437,160,8747,7,1946,593,1384,2,0,3,8,2,250569
1438,160,10369,5,2010,1961,2358,3,1,5,11,2,413567
1439,20,12383,7,1943,1188,1772,2,0,4,10,1,305809
1440,60,6718,5,1953,1381,1900,2,1,4,8,2,304656
1441,20,8241,5,1986,1295,1863,3,1,4,9,3,354767
1442,160,11952,6,1979,1415,2131,3,1,4,10,2,359159
1443,20,9191,6,1986,1024,1610,2,0,3,8,2,291404
1444,60,9611,6,1990,643,834,2,0,2,8,3,179597
1445,120,5853,5,1968,933,1724,2,1,3,7,2,292421
1446,50,9672,5,1984,956,1173,1,0,4,7,2,216769
1447,160,17934,6,1965,790,1237,2,0,2,6,2,216172
1448,160,8491,6,1966,1071,1822,2,1,4,10,3,320257
1449,60,5338,4,1943,1434,2165,3,0,4,11,3,279156
1450,120,14811,6,1956,1294,1526,3,0,3,10,3,270454
1451,120,12855,5,1960,1077,1677,2,0,2,7,2,267305
1452,50,11456,5,2002,1750,2408,3,0,4,9,2,417546
1453,120,4566,5,2010,1017,1641,2,0,3,8,1,294568
1454,60,5205,8,1973,2152,2880,4,1,6,13,2,532575
1455,120,3582,7,1997,1391,1811,3,0,4,11,3,408735
1456,60,12441,5,1977,745,590,1,1,2,5,3,164450
1457,160,15089,6,1986,1305,1910,2,1,2,7,2,305993
1458,160,12593,7,2004,1320,1715,3,1,5,10,2,391736
1459,160,19274,5,1951,1552,2192,2,0,5,10,1,332803
1460,20,8511,7,1933,1540,1868,2,1,3,9,2,318535
